"Chick_ENSEMBL","Chick_Entrezid","Human_Entrezid","Symbol","TF_Status"
"ENSGALG00000036836",378800,25928,"SOSTDC1","No"
"ENSGALG00000036837",100859133,10728,"PTGES3","No"
"ENSGALG00000036838",419247,NA,NA,"No"
"ENSGALG00000036839",NA,NA,NA,"No"
"ENSGALG00000036843",NA,NA,NA,"No"
"ENSGALG00000036846",420041,NA,NA,"No"
"ENSGALG00000036847",423636,NA,"PLAC9","No"
"ENSGALG00000036848",NA,NA,NA,"No"
"ENSGALG00000036850",415360,55466,"DNAJA4","No"
"ENSGALG00000036852",NA,NA,NA,"No"
"ENSGALG00000036854",NA,203069,"R3HCC1","No"
"ENSGALG00000036856",776802,23468,"CBX5","No"
"ENSGALG00000036861",NA,NA,NA,"No"
"ENSGALG00000036867",107053684,23466,"CBX6","No"
"ENSGALG00000036869",428549,4821,"NKX2-2","Transcription Factor"
"ENSGALG00000036870",420372,NA,"ZNF767","Transcription Factor"
"ENSGALG00000036871",424371,9722,"NOS1AP","No"
"ENSGALG00000036873",768557,23235,"SIK2","No"
"ENSGALG00000036876",419518,29058,"TMEM230","No"
"ENSGALG00000036877",NA,NA,NA,"No"
"ENSGALG00000036883",396134,4233,"MET","No"
"ENSGALG00000036892",378922,NA,"BUB1B","No"
"ENSGALG00000036894",426955,20,"ABCA2","No"
"ENSGALG00000036896",423879,NA,NA,"No"
"ENSGALG00000036897",396041,23539,"SLC16A8","No"
"ENSGALG00000036901",395586,90139,"TSPAN18","No"
"ENSGALG00000036908",107053803,NA,NA,"No"
"ENSGALG00000036909",772083,79656,"BEND5","No"
"ENSGALG00000036915",420335,6713,"SQLE","No"
"ENSGALG00000036916",NA,NA,NA,"No"
"ENSGALG00000036920",416328,6584,"SLC22A5","No"
"ENSGALG00000036925",772356,57863,"CADM3","No"
"ENSGALG00000036927",100315921,NA,"gga-mir-1704","No"
"ENSGALG00000036931",425091,27252,"KLHL20","No"
"ENSGALG00000036932",419460,23013,"SPEN","No"
"ENSGALG00000036935",107056412,79080,"CCDC86","No"
"ENSGALG00000036938",420203,138046,"RALYL","No"
"ENSGALG00000036941",420783,8454,"CUL1","No"
"ENSGALG00000036942",404303,3738,"KCNA3","No"
"ENSGALG00000036944",112533088,NA,"SNORA63","No"
"ENSGALG00000036949",429809,55616,"ASAP3","No"
"ENSGALG00000036950",776274,838,"CASP14","No"
"ENSGALG00000036955",100858776,4738,"NEDD8","No"
"ENSGALG00000036956",NA,NA,NA,"No"
"ENSGALG00000036958",NA,NA,NA,"No"
"ENSGALG00000036962",426499,3837,"KPNB1","No"
"ENSGALG00000036964",NA,93589,"CACNA2D4","No"
"ENSGALG00000036965",426329,5524,"PTPA","No"
"ENSGALG00000036969",421100,57565,"KLHL14","No"
"ENSGALG00000036970",NA,NA,NA,"No"
"ENSGALG00000036971",395704,2257,"FGF12","No"
"ENSGALG00000036976",416059,55152,"DALRD3","No"
"ENSGALG00000036990",420218,1666,"DECR1","No"
"ENSGALG00000036993",419767,257160,"RNF214","No"
"ENSGALG00000036994",NA,NA,NA,"No"
"ENSGALG00000037002",NA,NA,"U6","No"
"ENSGALG00000037011",NA,148113,"CILP2","No"
"ENSGALG00000037014",420304,203062,"TSNARE1","No"
"ENSGALG00000037015",373935,1602,"DACH1","Transcription Factor"
"ENSGALG00000037018",426457,57602,"AC022966.1","No"
"ENSGALG00000037020",423015,NA,"SCT","No"
"ENSGALG00000037026",NA,NA,NA,"No"
"ENSGALG00000037029",769860,NA,NA,"No"
"ENSGALG00000037030",426496,1389,"CREBL2","Transcription Factor"
"ENSGALG00000037031",107052190,80709,"AKNA","Transcription Factor"
"ENSGALG00000037035",102466832,NA,"gga-mir-7472","No"
"ENSGALG00000037040",NA,NA,NA,"No"
"ENSGALG00000037043",419822,5287,"PIK3C2B","No"
"ENSGALG00000037050",419557,2170,"FABP3","No"
"ENSGALG00000037051",107057195,113746,"ODF3","No"
"ENSGALG00000037052",419654,NA,NA,"No"
"ENSGALG00000037064",NA,NA,NA,"No"
"ENSGALG00000037065",100857756,6309,"SC5D","No"
"ENSGALG00000037067",420272,3646,"EIF3E","No"
"ENSGALG00000037070",NA,NA,NA,"No"
"ENSGALG00000037071",NA,NA,NA,"No"
"ENSGALG00000037072",419023,60492,"CCDC90B","No"
"ENSGALG00000037076",395315,2618,"GART","No"
"ENSGALG00000037077",420695,9034,"CCR5","No"
"ENSGALG00000037079",417263,NA,NA,"No"
"ENSGALG00000037082",386573,429,"ASCL1","Transcription Factor"
"ENSGALG00000037087",428624,84154,"RPF2","No"
"ENSGALG00000037094",428735,5458,"POU4F2","Transcription Factor"
"ENSGALG00000037097",416904,157,"GRK3","No"
"ENSGALG00000037111",NA,NA,NA,"No"
"ENSGALG00000037112",NA,NA,NA,"No"
"ENSGALG00000037124",NA,NA,NA,"No"
"ENSGALG00000037129",NA,132720,"FAM241A","No"
"ENSGALG00000037131",107049790,NA,NA,"No"
"ENSGALG00000037136",386579,6195,"RPS6KA1","No"
"ENSGALG00000037138",423090,3784,"KCNQ1","No"
"ENSGALG00000037148",404297,1392,"CRH","No"
"ENSGALG00000037156",420807,NA,NA,"No"
"ENSGALG00000037160",429683,4092,"SMAD7","Transcription Factor"
"ENSGALG00000037163",112533511,NA,NA,"No"
"ENSGALG00000037164",395904,79776,"ZFHX4","Transcription Factor"
"ENSGALG00000037166",101752158,NA,NA,"No"
"ENSGALG00000037167",100858354,3010,"HIST1H103","No"
"ENSGALG00000037170",417041,7726,"TRIM39.2","No"
"ENSGALG00000037171",373921,90441,"ZNF622","Transcription Factor"
"ENSGALG00000037172",416133,3550,"IK","No"
"ENSGALG00000037177",421526,7257,"TSNAX","No"
"ENSGALG00000037178",NA,NA,NA,"No"
"ENSGALG00000037184",102465748,NA,"gga-mir-7483","No"
"ENSGALG00000037186",426418,NA,"AC023055.1","No"
"ENSGALG00000037193",420774,23072,"HECW1","No"
"ENSGALG00000037194",NA,NA,NA,"No"
"ENSGALG00000037195",423019,6888,"TALDO1","No"
"ENSGALG00000037200",421259,NA,NA,"No"
"ENSGALG00000037203",395964,1499,"CTNNB1","Transcription Factor"
"ENSGALG00000037206",417770,7982,"ST7","No"
"ENSGALG00000037214",NA,57732,"ZFYVE28","No"
"ENSGALG00000037219",424452,6045,"RNF2","No"
"ENSGALG00000037220",423176,NA,"ASTL","No"
"ENSGALG00000037223",424833,NA,NA,"No"
"ENSGALG00000037228",428817,NA,"OR8D4","No"
"ENSGALG00000037238",768706,5096,"PCCB","No"
"ENSGALG00000037241",396068,8514,"KCNAB2","No"
"ENSGALG00000037242",NA,79858,"NEK11","No"
"ENSGALG00000037246",420786,10268,"RAMP3","No"
"ENSGALG00000037249",421866,56479,"KCNQ5","No"
"ENSGALG00000037253",396477,NA,NA,"No"
"ENSGALG00000037256",100857447,84705,"GTPBP3","No"
"ENSGALG00000037257",107052956,3142,"HLX","Transcription Factor"
"ENSGALG00000037258",420773,64983,"MRPL32","No"
"ENSGALG00000037261",426623,8625,"RFXANK","Transcription Factor"
"ENSGALG00000037262",395711,3224,"HOXC8","Transcription Factor"
"ENSGALG00000037267",NA,NA,NA,"No"
"ENSGALG00000037269",772127,NA,NA,"No"
"ENSGALG00000037272",396301,3234,"HOXD8","Transcription Factor"
"ENSGALG00000037273",NA,NA,NA,"No"
"ENSGALG00000037274",100858058,9751,"SNPH","No"
"ENSGALG00000037283",423829,51076,"CUTC","No"
"ENSGALG00000037285",100859545,51305,"KCNK9","No"
"ENSGALG00000037286",396423,7429,"VIL1","No"
"ENSGALG00000037289",100859117,64225,"ATL2","No"
"ENSGALG00000037290",107050380,NA,NA,"No"
"ENSGALG00000037295",NA,NA,NA,"No"
"ENSGALG00000037299",768932,90624,"LYRM7","No"
"ENSGALG00000037301",395246,90,"ACVR1","No"
"ENSGALG00000037307",417003,115811,"IQCD","No"
"ENSGALG00000037310",428434,2128,"EVX1","Transcription Factor"
"ENSGALG00000037314",772026,NA,NA,"No"
"ENSGALG00000037315",415831,54758,"KLHDC4","No"
"ENSGALG00000037316",396026,NA,"OCLN","No"
"ENSGALG00000037322",417946,8370,"HIST1H46","No"
"ENSGALG00000037325",107054146,27230,"SERP1","No"
"ENSGALG00000037326",425792,4293,"MAP3K9","No"
"ENSGALG00000037327",424153,80067,"DCAF17","No"
"ENSGALG00000037329",NA,NA,NA,"No"
"ENSGALG00000037332",422620,3490,"IGFBP7","No"
"ENSGALG00000037336",415407,283659,"PRTG","No"
"ENSGALG00000037339",422522,56916,"SMARCAD1","No"
"ENSGALG00000037347",112530496,NA,"U6","No"
"ENSGALG00000037349",NA,NA,NA,"No"
"ENSGALG00000037350",777883,407043,"gga-mir-7b","No"
"ENSGALG00000037352",395526,8403,"SOX14","Transcription Factor"
"ENSGALG00000037353",418689,23505,"TMEM131","No"
"ENSGALG00000037360",418024,10521,"DDX17","No"
"ENSGALG00000037361",101749773,11279,"KLF8","Transcription Factor"
"ENSGALG00000037363",NA,NA,NA,"No"
"ENSGALG00000037366",428934,2894,"GRID1","No"
"ENSGALG00000037369",NA,NA,NA,"No"
"ENSGALG00000037370",430162,89796,"NAV1","No"
"ENSGALG00000037371",428387,157378,"TMEM65","No"
"ENSGALG00000037374",NA,NA,NA,"No"
"ENSGALG00000037375",417296,11253,"MAN1B1","No"
"ENSGALG00000037377",421658,56995,"TULP4","Transcription Factor"
"ENSGALG00000037378",NA,56475,"RPRM","No"
"ENSGALG00000037380",NA,NA,NA,"No"
"ENSGALG00000037387",424819,64084,"CLSTN2","No"
"ENSGALG00000037390",428696,NA,"GPR83L","No"
"ENSGALG00000037393",NA,NA,NA,"No"
"ENSGALG00000037395",416202,92181,"UBTD2","No"
"ENSGALG00000037396",426183,140461,"ASB8","No"
"ENSGALG00000037400",NA,NA,NA,"No"
"ENSGALG00000037401",415362,3419,"IDH3A","No"
"ENSGALG00000037402",374135,1490,"NOV","No"
"ENSGALG00000037407",419714,79607,"FAM118B","No"
"ENSGALG00000037408",395622,NA,"ADMP","No"
"ENSGALG00000037410",422168,9843,"HEPH","No"
"ENSGALG00000037413",420193,3574,"IL7","No"
"ENSGALG00000037414",770607,54943,"DNAJC28","No"
"ENSGALG00000037423",421711,5796,"PTPRK","No"
"ENSGALG00000037426",426843,54808,"DYM","No"
"ENSGALG00000037435",NA,27445,"PCLO","No"
"ENSGALG00000037437",102725543,1960,"EGR3","Transcription Factor"
"ENSGALG00000037439",418718,NA,"SLC9A4","No"
"ENSGALG00000037441",107055140,6232,"RPS27","No"
"ENSGALG00000037443",417195,1384,"CRAT","No"
"ENSGALG00000037453",378896,7013,"TERF1","Transcription Factor"
"ENSGALG00000037455",396074,55193,"PBRM1","Transcription Factor"
"ENSGALG00000037457",428801,399823,"FOXI2","Transcription Factor"
"ENSGALG00000037464",100857387,253769,"WDR27","No"
"ENSGALG00000037467",107049056,4759,"NEU2","No"
"ENSGALG00000037479",419359,84966,"IGSF21","No"
"ENSGALG00000037480",425073,2029,"ENSA","No"
"ENSGALG00000037483",420087,10541,"ANP32B","No"
"ENSGALG00000037485",418351,79691,"QTRT2","No"
"ENSGALG00000037492",416660,23295,"MGRN1","No"
"ENSGALG00000037493",NA,NA,NA,"No"
"ENSGALG00000037494",396543,7478,"WNT8A","No"
"ENSGALG00000037496",422758,64854,"USP46","No"
"ENSGALG00000037497",429967,51475,"CABP2","No"
"ENSGALG00000037504",421209,112942,"CFAP36","No"
"ENSGALG00000037506",421523,57568,"SIPA1L2","No"
"ENSGALG00000037510",431053,114049,"WBSCR22","No"
"ENSGALG00000037519",769525,79169,"C1orf35","No"
"ENSGALG00000037520",426393,220388,"CCDC89","No"
"ENSGALG00000037521",428096,5547,"PRCP","No"
"ENSGALG00000037522",420104,22904,"SBNO2","No"
"ENSGALG00000037523",112533400,NA,NA,"No"
"ENSGALG00000037525",395107,53834,"FGFRL1","No"
"ENSGALG00000037526",427088,83878,"USHBP1","No"
"ENSGALG00000037527",107057623,NA,NA,"No"
"ENSGALG00000037533",NA,729085,"GASK1A","No"
"ENSGALG00000037540",426108,51177,"PLEKHO1","No"
"ENSGALG00000037545",416043,80852,"GRIP2","No"
"ENSGALG00000037546",421185,6732,"SRPK1","No"
"ENSGALG00000037548",NA,NA,NA,"No"
"ENSGALG00000037549",107049450,256364,"EML3","No"
"ENSGALG00000037553",415334,23478,"SEC11A","No"
"ENSGALG00000037556",423156,6506,"SLC1A2","No"
"ENSGALG00000037558",426373,4207,"MEF2B","Transcription Factor"
"ENSGALG00000037572",NA,NA,NA,"No"
"ENSGALG00000037576",395537,30813,"VSX1","Transcription Factor"
"ENSGALG00000037581",NA,NA,NA,"No"
"ENSGALG00000037587",426928,5169,"ENPP3","No"
"ENSGALG00000037593",NA,65018,"PINK1","No"
"ENSGALG00000037595",425126,7391,"USF1","Transcription Factor"
"ENSGALG00000037596",NA,NA,NA,"No"
"ENSGALG00000037597",428266,55432,"YOD1","No"
"ENSGALG00000037599",101747315,NA,NA,"No"
"ENSGALG00000037601",101747947,4943,"TBC1D25","No"
"ENSGALG00000037603",100858796,83667,"SESN2","No"
"ENSGALG00000037611",427419,NA,NA,"No"
"ENSGALG00000037616",NA,NA,NA,"No"
"ENSGALG00000037618",428385,50807,"ASAP1","No"
"ENSGALG00000037619",777548,3216,"HOXB6","Transcription Factor"
"ENSGALG00000037625",395079,84467,"FBN3","No"
"ENSGALG00000037626",420325,3786,"KCNQ3","No"
"ENSGALG00000037628",NA,NA,NA,"No"
"ENSGALG00000037629",420728,9881,"TRANK1","No"
"ENSGALG00000037632",395322,7080,"NKX2-1","Transcription Factor"
"ENSGALG00000037633",771898,147179,"WIPF2","No"
"ENSGALG00000037641",NA,NA,NA,"No"
"ENSGALG00000037642",416188,9963,"SLC23A1","No"
"ENSGALG00000037644",428367,54714,"CNGB3","No"
"ENSGALG00000037646",416219,10902,"BRD8","Transcription Factor"
"ENSGALG00000037650",100857860,2204,"FCAR","No"
"ENSGALG00000037655",418456,607,"BCL9","No"
"ENSGALG00000037656",770083,25977,"NECAP1","No"
"ENSGALG00000037665",107055406,55716,"LMBR1L","No"
"ENSGALG00000037666",NA,NA,NA,"No"
"ENSGALG00000037669",395652,11328,"FKBP9","No"
"ENSGALG00000037671",418114,NA,NA,"No"
"ENSGALG00000037675",396276,7373,"COL14A1","No"
"ENSGALG00000037678",768589,58484,"NLRC4","No"
"ENSGALG00000037682",423606,54462,"CCSER2","No"
"ENSGALG00000037686",374246,4683,"NBN","No"
"ENSGALG00000037687",429506,79977,"GRHL2","Transcription Factor"
"ENSGALG00000037688",426187,60314,"C12orf10","No"
"ENSGALG00000037692",NA,NA,NA,"No"
"ENSGALG00000037695",771523,116039,"OSR2","Transcription Factor"
"ENSGALG00000037697",396220,3916,"LAMP1","No"
"ENSGALG00000037698",420319,57623,"ZFAT","Transcription Factor"
"ENSGALG00000037699",422903,NA,NA,"No"
"ENSGALG00000037701",102465729,NA,"gga-mir-7456","No"
"ENSGALG00000037709",427832,6388,"SDF2","No"
"ENSGALG00000037712",101748987,23149,"FCHO1","No"
"ENSGALG00000037713",107054923,643988,"FNDC10","No"
"ENSGALG00000037714",100858359,NA,"BBIP1","No"
"ENSGALG00000037716",395958,7311,"UBA52","No"
"ENSGALG00000037717",NA,NA,NA,"No"
"ENSGALG00000037723",415593,54816,"AC090517.4","Transcription Factor"
"ENSGALG00000037726",396473,4082,"MARCKS","No"
"ENSGALG00000037727",423982,64172,"OSGEPL1","No"
"ENSGALG00000037731",NA,2204,"FCAR","No"
"ENSGALG00000037733",101748881,NA,NA,"No"
"ENSGALG00000037734",100858627,9488,"PIGB","No"
"ENSGALG00000037735",100113359,1058,"CenpA","No"
"ENSGALG00000037737",107057295,63905,"MANBAL","No"
"ENSGALG00000037739",378801,10494,"STK25","No"
"ENSGALG00000037740",422671,84109,"QRFPR","No"
"ENSGALG00000037742",100315905,NA,"gga-mir-1552","No"
"ENSGALG00000037744",395985,779,"CACNA1S","No"
"ENSGALG00000037747",101747773,NA,NA,"No"
"ENSGALG00000037758",NA,NA,NA,"No"
"ENSGALG00000037769",395148,NA,"NEBL","No"
"ENSGALG00000037773",396140,6482,"ST3GAL1","No"
"ENSGALG00000037776",416135,55374,"TMCO6","No"
"ENSGALG00000037777",420179,9242,"MSC","Transcription Factor"
"ENSGALG00000037778",374126,4664,"NAB1","No"
"ENSGALG00000037780",428166,NA,"PMEPA1","No"
"ENSGALG00000037781",771783,2936,"GSR","No"
"ENSGALG00000037784",100049058,1605,"DAG1","No"
"ENSGALG00000037787",431059,4209,"MEF2D","Transcription Factor"
"ENSGALG00000037791",426071,23150,"FRMD4B","No"
"ENSGALG00000037802",100858328,NA,NA,"No"
"ENSGALG00000037805",107050719,6223,"RPS19","No"
"ENSGALG00000037807",418277,NA,NA,"No"
"ENSGALG00000037810",NA,NA,NA,"No"
"ENSGALG00000037811",420822,140767,"NRSN1","No"
"ENSGALG00000037812",101751148,124739,"USP43","No"
"ENSGALG00000037816",100859468,NA,NA,"No"
"ENSGALG00000037819",NA,NA,NA,"No"
"ENSGALG00000037826",107055393,9840,"TESPA1","No"
"ENSGALG00000037828",417617,NA,"SLC47A1","No"
"ENSGALG00000037829",427648,125336,"LOXHD1","No"
"ENSGALG00000037837",416386,21,"ABCA3","No"
"ENSGALG00000037838",39116944,4541,"ND6","No"
"ENSGALG00000037839",419075,23647,"ARFIP2","No"
"ENSGALG00000037841",416112,2917,"GRM7","No"
"ENSGALG00000037842",416699,136332,"LRGUK","No"
"ENSGALG00000037851",407087,NA,"KK34","No"
"ENSGALG00000037852",424367,51478,"HSD17B7","No"
"ENSGALG00000037854",426629,26007,"TKFC","No"
"ENSGALG00000037856",416102,10752,"CHL1","No"
"ENSGALG00000037860",NA,200424,"TET3","No"
"ENSGALG00000037863",776639,23480,"SEC61G","No"
"ENSGALG00000037864",417309,4620,"MYH1A","No"
"ENSGALG00000037867",420196,NA,"MRPL53","No"
"ENSGALG00000037869",107055115,NA,NA,"No"
"ENSGALG00000037870",NA,NA,NA,"No"
"ENSGALG00000037872",421972,54454,"ATAD2B","No"
"ENSGALG00000037875",424821,5947,"RBP1","No"
"ENSGALG00000037878",431304,359,"AQP2","No"
"ENSGALG00000037879",100858108,54623,"PAF1","No"
"ENSGALG00000037880",374159,498,"ATP5A1Z","No"
"ENSGALG00000037888",100857635,6915,"TBXA2R","No"
"ENSGALG00000037889",419160,11122,"PTPRT","No"
"ENSGALG00000037894",NA,NA,NA,"No"
"ENSGALG00000037896",NA,8425,"LTBP4","No"
"ENSGALG00000037901",428543,2202,"EFEMP1","No"
"ENSGALG00000037904",769479,1979,"EIF4EBP2","No"
"ENSGALG00000037913",420255,7071,"KLF10","Transcription Factor"
"ENSGALG00000037915",777804,406998,"gga-mir-216a","No"
"ENSGALG00000037919",NA,NA,NA,"No"
"ENSGALG00000037925",101751843,27289,"RND1","No"
"ENSGALG00000037929",777552,51411,"BIN2","No"
"ENSGALG00000037932",107057377,NA,NA,"No"
"ENSGALG00000037933",770634,NA,NA,"No"
"ENSGALG00000037935",395213,5914,"RARA","Transcription Factor"
"ENSGALG00000037939",415633,9289,"ADGRG1","No"
"ENSGALG00000037940",420790,3486,"IGFBP3","No"
"ENSGALG00000037941",NA,84872,"ZC3H10","No"
"ENSGALG00000037943",416567,5579,"PRKCB","No"
"ENSGALG00000037944",424141,80856,"LNPK","No"
"ENSGALG00000037946",100859276,100526737,"RBM14-RBM4","No"
"ENSGALG00000037950",768936,57538,"ALPK3","No"
"ENSGALG00000037953",429035,7846,"TUBA1A","No"
"ENSGALG00000037955",420230,55656,"INTS8","No"
"ENSGALG00000037957",NA,307,"ANXA4","No"
"ENSGALG00000037962",418497,110091775,"C1H21ORF59","No"
"ENSGALG00000037968",423168,8539,"API5","No"
"ENSGALG00000037975",420209,761,"CA3B","No"
"ENSGALG00000037980",NA,NA,NA,"No"
"ENSGALG00000037983",416654,55692,"LUC7L","No"
"ENSGALG00000037985",NA,NA,NA,"No"
"ENSGALG00000037989",395663,3588,"IL10RB","No"
"ENSGALG00000037991",NA,8971,"H1-10","No"
"ENSGALG00000037992",420220,100127983,"C8orf88","No"
"ENSGALG00000037995",107055209,85369,"STRIP1","No"
"ENSGALG00000037996",421392,9167,"COX7A2L","No"
"ENSGALG00000037997",NA,26166,"RGS22","No"
"ENSGALG00000037998",429534,51228,"GLTP","No"
"ENSGALG00000038000",420719,1524,"CX3CR1","No"
"ENSGALG00000038003",417286,8721,"EDF1","No"
"ENSGALG00000038017",102465312,NA,"gga-mir-6542","No"
"ENSGALG00000038018",396011,1786,"DNMT1","No"
"ENSGALG00000038021",112530258,NA,NA,"No"
"ENSGALG00000038022",420315,169044,"COL22A1","No"
"ENSGALG00000038026",418184,121536,"AEBP2","Transcription Factor"
"ENSGALG00000038027",102465725,NA,"gga-mir-7449","No"
"ENSGALG00000038032",769338,1854,"DUT","No"
"ENSGALG00000038034",NA,NA,NA,"No"
"ENSGALG00000038041",420583,9678,"PHF14","No"
"ENSGALG00000038042",396289,2566,"GABRG2","No"
"ENSGALG00000038043",427031,143279,"HECTD2","No"
"ENSGALG00000038044",426866,10201,"NME6","No"
"ENSGALG00000038054",423954,23172,"FAM175B","No"
"ENSGALG00000038058",NA,NA,NA,"No"
"ENSGALG00000038059",395221,10062,"NR1H3","Transcription Factor"
"ENSGALG00000038064",426615,166968,"MIER3","Transcription Factor"
"ENSGALG00000038065",107057643,6543,"SLC8A2","No"
"ENSGALG00000038069",420718,1237,"CCR8","No"
"ENSGALG00000038075",NA,NA,NA,"No"
"ENSGALG00000038084",395425,2780,"GNAT2","No"
"ENSGALG00000038087",395378,10368,"CACNG3","No"
"ENSGALG00000038089",396494,1956,"EGFR","No"
"ENSGALG00000038090",NA,NA,NA,"No"
"ENSGALG00000038096",395807,4843,"NOS2","No"
"ENSGALG00000038097",419711,9538,"EI24","No"
"ENSGALG00000038102",420408,9238,"TBRG4","No"
"ENSGALG00000038109",426233,84311,"MRPL45","No"
"ENSGALG00000038110",101748037,1606,"DGKA","No"
"ENSGALG00000038128",416137,7322,"UBE2D2","No"
"ENSGALG00000038129",420013,100885848,"PTGES3L","No"
"ENSGALG00000038133",770379,85027,"SMIM3","No"
"ENSGALG00000038138",NA,NA,NA,"No"
"ENSGALG00000038141",418052,4689,"NCF4","No"
"ENSGALG00000038143",100857683,100529261,"FNTB","No"
"ENSGALG00000038145",417297,29952,"DPP7","No"
"ENSGALG00000038146",770718,56658,"TRIM39","No"
"ENSGALG00000038152",416600,368,"ABCC6","No"
"ENSGALG00000038154",396171,10413,"YAP1","No"
"ENSGALG00000038155",426790,10947,"AP3M2","No"
"ENSGALG00000038160",422910,25885,"POLR1A","No"
"ENSGALG00000038162",769904,254228,"FAM26E","No"
"ENSGALG00000038167",NA,NA,"SNORA17A","No"
"ENSGALG00000038174",102465423,NA,"gga-mir-6557","No"
"ENSGALG00000038175",404301,93100,"NAPRT","No"
"ENSGALG00000038187",416698,84912,"SLC35B4","No"
"ENSGALG00000038188",101748521,4439,"MSH5","No"
"ENSGALG00000038189",776677,NA,"AC010463.1","No"
"ENSGALG00000038191",NA,1838,"DTNB","No"
"ENSGALG00000038192",NA,NA,NA,"No"
"ENSGALG00000038201",NA,NA,NA,"No"
"ENSGALG00000038202",416153,114825,"PWWP2A","No"
"ENSGALG00000038207",NA,NA,NA,"No"
"ENSGALG00000038209",101747534,81786,"TRIM39.1","No"
"ENSGALG00000038217",423172,3732,"CD82","No"
"ENSGALG00000038218",NA,NA,NA,"No"
"ENSGALG00000038219",430563,79829,"NAA40","No"
"ENSGALG00000038222",NA,2186,"BPTF","No"
"ENSGALG00000038223",429472,25861,"WHRN","No"
"ENSGALG00000038225",374089,9723,"SEMA3E","No"
"ENSGALG00000038229",777320,55611,"OTUB1","No"
"ENSGALG00000038231",100859681,257177,"CFAP126","No"
"ENSGALG00000038238",NA,NA,NA,"No"
"ENSGALG00000038241",100858488,9607,"CARTPT","No"
"ENSGALG00000038242",430150,9254,"CACNA2D2","No"
"ENSGALG00000038243",NA,NA,NA,"No"
"ENSGALG00000038254",423943,NA,NA,"No"
"ENSGALG00000038256",NA,3904,"LAIR2","No"
"ENSGALG00000038257",NA,NA,NA,"No"
"ENSGALG00000038260",427217,79810,"PTCD2","No"
"ENSGALG00000038265",428435,9586,"CREB5","Transcription Factor"
"ENSGALG00000038266",100859495,399697,"CTXN2","No"
"ENSGALG00000038269",101751605,NA,NA,"No"
"ENSGALG00000038275",100315843,NA,"gga-mir-1793","No"
"ENSGALG00000038278",425772,7726,"TRIM7.2","No"
"ENSGALG00000038283",NA,NA,NA,"No"
"ENSGALG00000038284",NA,NA,NA,"No"
"ENSGALG00000038286",415425,23431,"AP4E1","No"
"ENSGALG00000038290",374091,5034,"P4HB","No"
"ENSGALG00000038292",422964,746,"TMEM258","No"
"ENSGALG00000038299",770002,23386,"NUDCD3","No"
"ENSGALG00000038301",417018,8508,"NIPSNAP1","No"
"ENSGALG00000038311",373978,NA,"COL18A1","No"
"ENSGALG00000038313",430669,79180,"EFHD2","No"
"ENSGALG00000038320",424447,23127,"COLGALT2","No"
"ENSGALG00000038325",416670,100529144,"CORO7","No"
"ENSGALG00000038328",420924,651746,"ANKRD33B","No"
"ENSGALG00000038330",107055991,285973,"ATG9B","No"
"ENSGALG00000038336",422493,6575,"SLC20A2","No"
"ENSGALG00000038338",426988,84656,"GLYR1","No"
"ENSGALG00000038340",396070,7541,"ZBTB14","Transcription Factor"
"ENSGALG00000038355",374249,8200,"GDF5","No"
"ENSGALG00000038363",NA,NA,"AC090287.2","No"
"ENSGALG00000038364",396204,4856,"CCN3","No"
"ENSGALG00000038372",777386,56978,"PRDM8","Transcription Factor"
"ENSGALG00000038374",415726,124460,"SNX20","No"
"ENSGALG00000038377",NA,NA,NA,"No"
"ENSGALG00000038385",395222,9650,"MTFR1","No"
"ENSGALG00000038391",NA,NA,NA,"No"
"ENSGALG00000038393",417051,NA,"DMB2","No"
"ENSGALG00000038395",425199,5150,"PDE7A","No"
"ENSGALG00000038396",NA,NA,NA,"No"
"ENSGALG00000038399",419821,22874,"PLEKHA6","No"
"ENSGALG00000038400",426278,84134,"TOMM40L","No"
"ENSGALG00000038405",418266,846,"CASR","No"
"ENSGALG00000038411",426563,91687,"CENPL","No"
"ENSGALG00000038413",417160,6838,"SURF6","No"
"ENSGALG00000038416",NA,9585,"KIF20B","No"
"ENSGALG00000038420",421724,3298,"HSF2","Transcription Factor"
"ENSGALG00000038421",424481,25950,"RWDD3","No"
"ENSGALG00000038424",769121,NA,NA,"No"
"ENSGALG00000038425",107053103,NA,NA,"Transcription Factor"
"ENSGALG00000038426",NA,339302,"CPLX4","No"
"ENSGALG00000038428",NA,NA,NA,"No"
"ENSGALG00000038432",NA,NA,NA,"No"
"ENSGALG00000038433",422905,10417,"SPON2","No"
"ENSGALG00000038440",NA,80219,"COQ10B","No"
"ENSGALG00000038448",NA,NA,NA,"No"
"ENSGALG00000038454",771348,NA,NA,"Transcription Factor"
"ENSGALG00000038458",426411,4016,"LOXL1","No"
"ENSGALG00000038461",374020,2235,"FECH","No"
"ENSGALG00000038462",NA,NA,NA,"No"
"ENSGALG00000038467",417745,83642,"SELENOO","No"
"ENSGALG00000038469",420375,993,"CDC25A","No"
"ENSGALG00000038476",107053098,59336,"PRDM13","Transcription Factor"
"ENSGALG00000038478",101747731,NA,"EDMPN2","No"
"ENSGALG00000038480",NA,55760,"DHX32","No"
"ENSGALG00000038481",NA,NA,NA,"No"
"ENSGALG00000038484",NA,NA,NA,"No"
"ENSGALG00000038488",769918,10691,"GMEB1","Transcription Factor"
"ENSGALG00000038494",425774,80790,"CMIP","No"
